Script started on 2026-04-01 22:05:41-04:00 [COMMAND="pio device monitor" <not executed on terminal>]
[33m********************************************************************************[0m
[33mObsolete PIO Core v6.1.18 is used (previous was 6.1.19)[0m
[33mPlease remove multiple PIO Cores from a system:[0m
[36mhttps://docs.platformio.org/en/latest/core/installation/troubleshooting.html[0m
[33m********************************************************************************[0m
--- Terminal on /dev/ttyUSB0 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H

1,-2313216
1,-1904128
1,-2134016
1,-1376768
1,-1602560
1,-514560
1,-1324544
1,-1315840
1,-2201600
1,-967168
1,-1988096
1,-1726464
1,-2056704
1,-2277888
1,-1435136
1,-1913344
1,-1573888
1,-1338368
1,-1163264
1,-1592320
1,-2208256
1,-1985536
1,-2002944
1,-2058240
1,-1860096
1,-2243072
1,-891904
1,-934400
1,-413184
1,-789504
1,-152064
1,-199168
1,-1440768
1,-780800
1,-545280
1,-1042944
1,-690176
1,-1449984
1,-1311232
1,-1239040
1,-1734144
1,-2365440
1,-2828800
1,-2988544
1,-2744832
1,-2895872
1,-2727424
1,-1281536
1,-1666560
0,105472
0,704512
0,1191424
0,2706432
0,1681920
0,2630144
0,2484224
0,2049024
0,3204096
0,3522048
0,4140544
0,4197888
0,3995648
0,3760128
0,4474368
0,4093440
0,3853824
0,4506112
0,4428288
0,5499392
0,5172224
0,6161920
0,5353984
0,5214208
0,5924864
0,5272576
0,5174784
0,5521408
0,5334528
0,5758464
0,6522880
0,5206528
0,6734336
0,6801920
0,6035968
0,6675456
0,6705664
0,6395392
0,6179840
0,7181824
0,7093248
0,7554560
0,8373248
0,7831040
0,7172608
0,7287808
0,7568896
0,7237120
0,7693824
0,7468032
0,6772224
0,7431680
0,7609856
0,7417344
0,9080320
0,9453568
0,9185792
0,8721408
0,9159680
0,8962560
0,9724416
0,9311744
0,10343424
0,11022848
0,11736064
0,11720704
0,11293696
0,10260992
0,10230784
0,9884160
0,10117632
0,10125824
0,9668096
0,10942976
0,11241984
[I] StreamCopy.h : 185 - StreamCopy::copy  1024 -> 1024 -> 1024 bytes - in 1 hops
1,-8729088
1,-9446400
1,-9127424
1,-7366656
1,-7980032
1,-8083456
1,-7710208
1,-7645696
1,-7203328
1,-7053312
1,-6444032
1,-6064640
1,-5831168
1,-5668864
1,-6324736
1,-6253056
1,-7020032
1,-5681664
1,-5725184
1,-5198848
1,-5553664
1,-5097472
1,-5985792
1,-5422080
1,-5938176
1,-6647808
1,-5972480
1,-6030336
1,-5676544
1,-5619200
1,-5999104
1,-4773376
1,-4768256
1,-4044288
1,-3724288
1,-3326976
1,-2660864
1,-2762752
1,-2167808
1,-2552832
1,-1746944
1,-1621504
1,-1293312
1,-938496
1,-1886720
1,-2493440
1,-2318336
1,-2672128
1,-2688512
1,-2498560
1,-1952256
1,-2687488
1,-2621952
1,-3321344
1,-4461056
1,-4194304
1,-5301248
1,-4684800
1,-5316096
1,-4115456
1,-4841984
1,-4218368
1,-4282368
1,-3494400
1,-2945536
1,-2214912
1,-2085376
1,-1212928
1,-2091008
1,-1316352
1,-40448
1,-9216
0,434688
1,-138752
0,53248
1,-155648
1,-345600
0,35328
0,132096
0,367104
0,464896
0,397312
1,-490496
0,29696
1,-588288
0,633344
0,1051648
0,94208
0,629760
0,816128
1,-572416
1,-457728
0,178176
0,328192
0,343552
0,641024
0,93184
0,1086976
0,1006080
0,1182208
0,2009088
0,2750976
0,3172864
0,3183104
0,2833920
0,2256896
0,1934848
0,1065472
0,742912
0,1007616
0,1273344
0,2048
1,-184320
1,-932864
1,-602624
0,282624
0,666112
0,573440
0,657408
0,416768
1,-732160
1,-746496
1,-1130496
1,-401408
0,377344
0,1050624
0,1103872
0,409088
[I] StreamCopy.h : 185 - StreamCopy::copy  1024 -> 1024 -> 1024 bytes - in 1 hops
1,-62385152
1,-62301696
1,-63521792
1,-62040576
1,-63288832
1,-60839936
1,-62124544
1,-62542336
1,-63621632
1,-63482880
1,-64401920
1,-64942080
1,-64510976
1,-64748032
1,-65290752
1,-64984064
1,-65056256
1,-66624000
1,-66298880
1,-65996288
1,-67029504
1,-66894848
1,-66465280
1,-66623488
1,-65965056
1,-65680896
1,-64857088
1,-65230848
1,-64356864
1,-64178176
1,-64053760
1,-63330816
1,-64043520
1,-63630336
1,-63171584
1,-63415808
1,-62159360
1,-61022208
1,-60855808
1,-60700672
1,-60645888
1,-62299136
1,-62253568
1,-61297664
1,-61715968
1,-60799488
1,-60905472
1,-60258304
1,-60820992
1,-59388928
1,-60566528
1,-60304896
1,-59706368
1,-59538432
1,-59335168
1,-59806720
1,-59192320
1,-59153920
1,-59927552
1,-58123776
1,-58790400
1,-58491392
1,-57833984
1,-58377216
1,-58278400
1,-58706432
1,-58867200
1,-58774528
1,-57518592
1,-57815552
1,-57474048
1,-57119232
1,-57750016
1,-58162688
1,-57549312
1,-58446848
